,image_id,image_name,is_training_image,class_id,class_name,Species,Order,Species2,Family,,
109,110,002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,1,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
110,111,002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,1,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
111,112,002.Laysan_Albatross/Laysan_Albatross_0021_737.jpg,0,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
112,113,002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
113,114,002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,0,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
114,115,002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,1,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
115,116,002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,1,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
116,117,002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,1,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
117,118,002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,0,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
118,119,002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,0,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
119,120,002.Laysan_Albatross/Laysan_Albatross_0051_1020.jpg,1,2,002.Laysan_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
120,121,003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
121,122,003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
122,123,003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
123,124,003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
124,125,003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
125,126,003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
126,127,003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
127,128,003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
128,129,003.Sooty_Albatross/Sooty_Albatross_0044_1105.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
129,130,003.Sooty_Albatross/Sooty_Albatross_0071_1116.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
130,131,003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
131,132,003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
132,133,003.Sooty_Albatross/Sooty_Albatross_0054_796347.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
133,134,003.Sooty_Albatross/Sooty_Albatross_0033_1128.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
134,135,003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
135,136,003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
136,137,003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
137,138,003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
138,139,003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
139,140,003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
140,141,003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
141,142,003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
142,143,003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
143,144,003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
144,145,003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
145,146,003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
146,147,003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
147,148,003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
148,149,003.Sooty_Albatross/Sooty_Albatross_0049_796350.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
149,150,003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
150,151,003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
151,152,003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
152,153,003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
153,154,003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
154,155,003.Sooty_Albatross/Sooty_Albatross_0029_796357.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
155,156,003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
156,157,003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
157,158,003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
158,159,003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
159,160,003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
160,161,003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
161,162,003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
162,163,003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
163,164,003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
164,165,003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
165,166,003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
166,167,003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
167,168,003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
168,169,003.Sooty_Albatross/Sooty_Albatross_0067_796376.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
169,170,003.Sooty_Albatross/Sooty_Albatross_0066_796382.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
170,171,003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
171,172,003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
172,173,003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
173,174,003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
174,175,003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
175,176,003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
176,177,003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,1,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
177,178,003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,0,3,003.Sooty_Albatross,Albatrosses,PROCELLARIIFORMES,,,,
178,179,004.Groove_billed_Ani/Groove_Billed_Ani_0068_1538.jpg,0,4,004.Groove_billed_Ani,Ani,CUCULIFORMES,Cuckoos,,,
179,180,004.Groove_billed_Ani/Groove_Billed_Ani_0094_1540.jpg,0,4,004.Groove_billed_Ani,Ani,CUCULIFORMES,Cuckoos,,,
